timestamp,pixel_color,coordinate
2022-04-04 01:36:59.811 UTC,#94B3FF,"145,1061"
2022-04-04 01:37:02.724 UTC,#009EAA,"205,1010"
2022-04-04 01:37:16.085 UTC,#94B3FF,"388,1759"
2022-04-04 01:37:49.364 UTC,#94B3FF,"1399,1750"
2022-04-04 01:37:51.475 UTC,#00CCC0,"1836,1178"
2022-04-04 01:37:51.534 UTC,#00CCC0,"1200,1984"
2022-04-04 01:37:51.818 UTC,#94B3FF,"340,1798"
2022-04-04 01:38:04.524 UTC,#94B3FF,"812,1648"
2022-04-04 01:38:27.951 UTC,#6A5CFF,"127,14"
2022-04-04 01:38:40.366 UTC,#6A5CFF,"670,1459"
2022-04-04 01:38:53.134 UTC,#6A5CFF,"557,1236"
2022-04-04 01:39:00.209 UTC,#6A5CFF,"1177,1179"
2022-04-04 01:39:17.933 UTC,#94B3FF,"340,1825"
2022-04-04 01:39:35.722 UTC,#94B3FF,"369,1799"
2022-04-04 01:40:15.576 UTC,#009EAA,"1677,588"
2022-04-04 01:40:29.427 UTC,#94B3FF,"1961,1812"
2022-04-04 01:40:55.127 UTC,#00CCC0,"1064,401"
2022-04-04 01:41:17.908 UTC,#009EAA,"658,211"
2022-04-04 01:41:21.818 UTC,#00CCC0,"321,1313"
2022-04-04 01:41:30.567 UTC,#009EAA,"1665,575"
2022-04-04 01:41:30.904 UTC,#00CCC0,"1485,1549"
2022-04-04 01:41:36.17 UTC,#94B3FF,"1597,1788"
2022-04-04 01:42:06.861 UTC,#E4ABFF,"1510,891"
2022-04-04 01:42:18.183 UTC,#00CCC0,"1407,1284"
2022-04-04 01:42:34.972 UTC,#6A5CFF,"1422,1580"
2022-04-04 01:42:41.698 UTC,#00CCC0,"1883,1172"
2022-04-04 01:42:52.876 UTC,#94B3FF,"410,1633"
2022-04-04 01:42:58.837 UTC,#94B3FF,"340,1817"
2022-04-04 01:43:30.548 UTC,#94B3FF,"1355,1583"
2022-04-04 01:43:40.125 UTC,#94B3FF,"1489,1517"
2022-04-04 01:43:50.039 UTC,#94B3FF,"1396,1605"
2022-04-04 01:44:02.372 UTC,#E4ABFF,"579,1274"
2022-04-04 01:44:13.543 UTC,#94B3FF,"1429,1563"
2022-04-04 01:44:16.347 UTC,#94B3FF,"1441,1582"
2022-04-04 01:44:27.667 UTC,#94B3FF,"1409,1561"
2022-04-04 01:44:30.652 UTC,#94B3FF,"1264,1160"
2022-04-04 01:44:37.192 UTC,#94B3FF,"1489,1507"
2022-04-04 01:44:44.116 UTC,#94B3FF,"1492,1505"
2022-04-04 01:44:45.146 UTC,#94B3FF,"1486,1508"
2022-04-04 01:44:45.526 UTC,#94B3FF,"1493,1510"
2022-04-04 01:44:48.318 UTC,#94B3FF,"1489,1517"
2022-04-04 01:45:04.649 UTC,#94B3FF,"1481,1499"
2022-04-04 01:45:14.01 UTC,#94B3FF,"1469,1460"
2022-04-04 01:45:58.565 UTC,#00CCC0,"1296,684"
2022-04-04 01:46:06.888 UTC,#E4ABFF,"1930,1951"
2022-04-04 01:46:58.699 UTC,#00CCC0,"181,453"
2022-04-04 01:47:28.909 UTC,#E4ABFF,"1828,1931"
2022-04-04 00:53:38.026 UTC,#6A5CFF,"1906,1852"
2022-04-04 00:53:43.226 UTC,#009EAA,"256,1507"
2022-04-04 00:53:43.976 UTC,#6A5CFF,"1989,1048"
2022-04-04 00:54:02.436 UTC,#00CCC0,"1234,1267"
2022-04-04 00:54:15.508 UTC,#94B3FF,"1815,556"
2022-04-04 00:54:25.408 UTC,#E4ABFF,"1,1"
2022-04-04 00:54:36.435 UTC,#6A5CFF,"281,1937"
2022-04-04 00:54:36.579 UTC,#6A5CFF,"1857,582"
2022-04-04 00:54:54.07 UTC,#6A5CFF,"803,1446"
2022-04-04 00:54:59.456 UTC,#009EAA,"255,1509"
2022-04-04 00:55:08.015 UTC,#E4ABFF,"962,1997"
2022-04-04 00:55:29.374 UTC,#6A5CFF,"808,744"
2022-04-04 00:55:44.88 UTC,#009EAA,"1211,1274"
2022-04-04 00:55:45.435 UTC,#00CCC0,"222,1957"
2022-04-04 00:56:35.511 UTC,#94B3FF,"1278,1314"
2022-04-04 00:56:36.436 UTC,#00CCC0,"1364,1704"
2022-04-04 00:56:49.874 UTC,#6A5CFF,"1013,78"
2022-04-04 00:56:56.45 UTC,#94B3FF,"1276,1311"
2022-04-04 00:57:04.868 UTC,#6A5CFF,"408,1472"
2022-04-04 00:57:11.379 UTC,#00CCC0,"56,1511"
2022-04-04 00:57:12.436 UTC,#00CCC0,"231,1532"
2022-04-04 00:57:48.179 UTC,#6A5CFF,"1465,622"
2022-04-04 00:57:49.221 UTC,#E4ABFF,"1689,300"
2022-04-04 00:57:52.033 UTC,#6A5CFF,"1356,1375"
2022-04-04 00:58:20.015 UTC,#009EAA,"282,1489"
2022-04-04 00:58:28.118 UTC,#94B3FF,"1772,1073"
2022-04-04 00:58:43.118 UTC,#00CCC0,"1712,1457"
2022-04-04 00:59:05.316 UTC,#6A5CFF,"1559,224"
2022-04-04 00:59:19.984 UTC,#009EAA,"1347,1690"
2022-04-04 00:59:51.852 UTC,#00CCC0,"1389,1667"
2022-04-04 00:59:54.94 UTC,#6A5CFF,"1846,583"
2022-04-04 01:00:22.614 UTC,#00CCC0,"1408,1671"
2022-04-04 01:00:25.593 UTC,#6A5CFF,"1519,1998"
2022-04-04 01:00:40.656 UTC,#6A5CFF,"1598,1176"
2022-04-04 01:00:49.999 UTC,#94B3FF,"603,1481"
2022-04-04 01:01:14.28 UTC,#009EAA,"543,1985"
2022-04-04 01:01:48.192 UTC,#94B3FF,"1508,232"
2022-04-04 01:01:50.426 UTC,#009EAA,"1630,1085"
2022-04-04 01:02:09.243 UTC,#009EAA,"1510,1718"
2022-04-04 01:02:55.281 UTC,#009EAA,"1689,1086"
2022-04-04 01:02:56.836 UTC,#6A5CFF,"1999,0"
